,,All HRPs,White: Total,White: Scottish	,White: Other British	,White: Irish	,White: Other (1)	,Mixed or multiple ethnic groups	,Asian Asian Scottish or Asian British	,African,Caribbean or Black,Other ethnic groups
S01007162,One family household: All aged 65 and over,21,21,21,0,0,0,0,0,0,0,0
S01007162,One family household: Couple family,87,86,73,6,2,5,0,1,0,0,0
S01007162,One family household: Lone parent,37,37,37,0,0,0,0,0,0,0,0
S01007162,Other household types,12,12,10,1,0,1,0,0,0,0,0
S01007163,All households,392,389,360,27,1,1,0,2,0,1,0
S01007163,One person household,101,100,94,6,0,0,0,1,0,0,0
S01007163,One family household: Total,276,274,255,18,1,0,0,1,0,1,0
S01007163,One family household: All aged 65 and over,70,70,64,6,0,0,0,0,0,0,0
S01007163,One family household: Couple family,164,162,151,10,1,0,0,1,0,1,0
S01007163,One family household: Lone parent,42,42,40,2,0,0,0,0,0,0,0
S01007163,Other household types,15,15,11,3,0,1,0,0,0,0,0
S01007164,All households,257,256,235,16,3,2,1,0,0,0,0
S01007164,One person household,74,74,70,3,1,0,0,0,0,0,0
S01007164,One family household: Total,174,173,156,13,2,2,1,0,0,0,0
S01007164,One family household: All aged 65 and over,37,36,34,1,1,0,1,0,0,0,0
S01007164,One family household: Couple family,113,113,99,11,1,2,0,0,0,0,0
S01007164,One family household: Lone parent,24,24,23,1,0,0,0,0,0,0,0
S01007164,Other household types,9,9,9,0,0,0,0,0,0,0,0
S01007165,All households,330,328,287,34,4,3,1,1,0,0,0
S01007165,One person household,80,80,71,8,1,0,0,0,0,0,0
S01007165,One family household: Total,229,228,197,25,3,3,1,0,0,0,0
S01007165,One family household: All aged 65 and over,44,44,39,5,0,0,0,0,0,0,0
S01007165,One family household: Couple family,171,170,148,18,1,3,1,0,0,0,0
S01007165,One family household: Lone parent,14,14,10,2,2,0,0,0,0,0,0
S01007165,Other household types,21,20,19,1,0,0,0,1,0,0,0
S01007166,All households,328,327,288,30,2,7,0,0,0,0,1
S01007166,One person household,126,126,113,13,0,0,0,0,0,0,0
S01007166,One family household: Total,191,190,167,16,2,5,0,0,0,0,1
S01007166,One family household: All aged 65 and over,40,40,35,4,1,0,0,0,0,0,0
S01007166,One family household: Couple family,129,128,110,12,1,5,0,0,0,0,1
S01007166,One family household: Lone parent,22,22,22,0,0,0,0,0,0,0,0
S01007166,Other household types,11,11,8,1,0,2,0,0,0,0,0
S01007167,All households,331,330,296,28,2,4,0,1,0,0,0
S01007167,One person household,67,67,59,8,0,0,0,0,0,0,0
S01007167,One family household: Total,258,258,233,19,2,4,0,0,0,0,0
S01007167,One family household: All aged 65 and over,55,55,51,3,1,0,0,0,0,0,0
S01007167,One family household: Couple family,178,178,161,12,1,4,0,0,0,0,0
S01007167,One family household: Lone parent,25,25,21,4,0,0,0,0,0,0,0
S01007167,Other household types,6,5,4,1,0,0,0,1,0,0,0
S01007168,All households,415,412,371,38,1,2,0,2,0,1,0
S01007168,One person household,101,101,88,12,1,0,0,0,0,0,0
S01007168,One family household: Total,308,305,278,25,0,2,0,2,0,1,0
S01007168,One family household: All aged 65 and over,54,54,48,6,0,0,0,0,0,0,0
S01007168,One family household: Couple family,227,224,205,17,0,2,0,2,0,1,0
S01007168,One family household: Lone parent,27,27,25,2,0,0,0,0,0,0,0
S01007168,Other household types,6,6,5,1,0,0,0,0,0,0,0
S01007169,All households,326,323,290,26,5,2,0,1,1,0,1
S01007169,One person household,102,102,89,10,1,2,0,0,0,0,0
S01007169,One family household: Total,216,213,194,15,4,0,0,1,1,0,1
S01007169,One family household: All aged 65 and over,33,33,33,0,0,0,0,0,0,0,0
S01007169,One family household: Couple family,158,155,138,13,4,0,0,1,1,0,1
S01007169,One family household: Lone parent,25,25,23,2,0,0,0,0,0,0,0
S01007169,Other household types,8,8,7,1,0,0,0,0,0,0,0
S01007170,All households,268,267,226,38,0,3,0,1,0,0,0
S01007170,One person household,65,65,53,11,0,1,0,0,0,0,0
S01007170,One family household: Total,192,191,163,26,0,2,0,1,0,0,0
S01007170,One family household: All aged 65 and over,17,17,16,1,0,0,0,0,0,0,0
S01007170,One family household: Couple family,162,161,134,25,0,2,0,1,0,0,0
S01007170,One family household: Lone parent,13,13,13,0,0,0,0,0,0,0,0
S01007170,Other household types,11,11,10,1,0,0,0,0,0,0,0
S01007171,All households,364,364,262,44,6,52,0,0,0,0,0
S01007171,One person household,105,105,81,10,0,14,0,0,0,0,0
S01007171,One family household: Total,236,236,170,32,6,28,0,0,0,0,0
S01007171,One family household: All aged 65 and over,31,31,25,5,0,1,0,0,0,0,0
S01007171,One family household: Couple family,184,184,128,24,5,27,0,0,0,0,0
S01007171,One family household: Lone parent,21,21,17,3,1,0,0,0,0,0,0
S01007171,Other household types,23,23,11,2,0,10,0,0,0,0,0
S01007172,All households,333,332,264,57,2,9,0,0,0,1,0
S01007172,One person household,61,61,51,8,1,1,0,0,0,0,0
S01007172,One family household: Total,261,260,204,48,1,7,0,0,0,1,0
S01007172,One family household: All aged 65 and over,48,48,39,8,0,1,0,0,0,0,0
S01007172,One family household: Couple family,198,197,152,39,1,5,0,0,0,1,0
S01007172,One family household: Lone parent,15,15,13,1,0,1,0,0,0,0,0
S01007172,Other household types,11,11,9,1,0,1,0,0,0,0,0
S01007173,All households,327,326,292,30,1,3,0,1,0,0,0
S01007173,One person household,47,47,46,1,0,0,0,0,0,0,0
S01007173,One family household: Total,271,270,239,27,1,3,0,1,0,0,0
S01007173,One family household: All aged 65 and over,14,14,13,1,0,0,0,0,0,0,0
S01007173,One family household: Couple family,224,224,195,25,1,3,0,0,0,0,0
S01007173,One family household: Lone parent,33,32,31,1,0,0,0,1,0,0,0
S01007173,Other household types,9,9,7,2,0,0,0,0,0,0,0
S01007174,All households,286,285,253,28,0,4,0,1,0,0,0
S01007174,One person household,43,43,39,4,0,0,0,0,0,0,0
S01007174,One family household: Total,229,228,201,23,0,4,0,1,0,0,0
S01007174,One family household: All aged 65 and over,13,13,12,1,0,0,0,0,0,0,0
S01007174,One family household: Couple family,182,181,159,20,0,2,0,1,0,0,0
S01007174,One family household: Lone parent,34,34,30,2,0,2,0,0,0,0,0
S01007174,Other household types,14,14,13,1,0,0,0,0,0,0,0
S01007175,All households,294,293,264,27,0,2,0,1,0,0,0
S01007175,One person household,77,77,75,2,0,0,0,0,0,0,0
S01007175,One family household: Total,214,213,186,25,0,2,0,1,0,0,0
S01007175,One family household: All aged 65 and over,55,55,52,3,0,0,0,0,0,0,0
S01007175,One family household: Couple family,138,137,113,22,0,2,0,1,0,0,0
S01007175,One family household: Lone parent,21,21,21,0,0,0,0,0,0,0,0
S01007175,Other household types,3,3,3,0,0,0,0,0,0,0,0
S01007176,All households,290,286,231,49,2,4,0,3,0,1,0
S01007176,One person household,65,64,52,10,0,2,0,1,0,0,0
S01007176,One family household: Total,216,213,171,38,2,2,0,2,0,1,0
S01007176,One family household: All aged 65 and over,33,33,32,1,0,0,0,0,0,0,0
S01007176,One family household: Couple family,156,154,114,36,2,2,0,1,0,1,0
S01007176,One family household: Lone parent,27,26,25,1,0,0,0,1,0,0,0
S01007176,Other household types,9,9,8,1,0,0,0,0,0,0,0
S01007177,All households,303,298,268,24,0,6,0,3,0,0,2
S01007177,One person household,110,108,98,9,0,1,0,1,0,0,1
S01007177,One family household: Total,187,184,164,15,0,5,0,2,0,0,1
S01007177,One family household: All aged 65 and over,32,31,30,1,0,0,0,0,0,0,1
S01007177,One family household: Couple family,107,105,89,12,0,4,0,2,0,0,0
S01007177,One family household: Lone parent,48,48,45,2,0,1,0,0,0,0,0
S01007177,Other household types,6,6,6,0,0,0,0,0,0,0,0
S01007178,All households,505,501,451,36,3,11,0,1,2,0,1
S01007178,One person household,198,195,186,4,1,4,0,0,2,0,1
S01007178,One family household: Total,288,287,248,30,2,7,0,1,0,0,0
S01007178,One family household: All aged 65 and over,36,36,33,3,0,0,0,0,0,0,0
S01007178,One family household: Couple family,165,164,138,19,1,6,0,1,0,0,0
S01007178,One family household: Lone parent,87,87,77,8,1,1,0,0,0,0,0
S01007178,Other household types,19,19,17,2,0,0,0,0,0,0,0
S01007179,All households,384,381,347,32,1,1,0,2,1,0,0
S01007179,One person household,79,78,69,7,1,1,0,0,1,0,0
S01007179,One family household: Total,292,290,267,23,0,0,0,2,0,0,0
S01007179,One family household: All aged 65 and over,64,64,63,1,0,0,0,0,0,0,0
S01007179,One family household: Couple family,212,210,189,21,0,0,0,2,0,0,0
S01007179,One family household: Lone parent,16,16,15,1,0,0,0,0,0,0,0
S01007179,Other household types,13,13,11,2,0,0,0,0,0,0,0
S01007180,All households,347,347,309,32,2,4,0,0,0,0,0
S01007180,One person household,105,105,94,11,0,0,0,0,0,0,0
S01007180,One family household: Total,236,236,210,21,2,3,0,0,0,0,0
S01007180,One family household: All aged 65 and over,73,73,66,7,0,0,0,0,0,0,0
S01007180,One family household: Couple family,145,145,127,13,2,3,0,0,0,0,0
S01007180,One family household: Lone parent,18,18,17,1,0,0,0,0,0,0,0
S01007180,Other household types,6,6,5,0,0,1,0,0,0,0,0
S01007181,All households,317,316,281,28,3,4,0,1,0,0,0
S01007181,One person household,83,83,78,4,0,1,0,0,0,0,0
S01007181,One family household: Total,220,219,192,22,3,2,0,1,0,0,0
S01007181,One family household: All aged 65 and over,44,44,37,5,2,0,0,0,0,0,0
S01007181,One family household: Couple family,158,157,139,15,1,2,0,1,0,0,0
S01007181,One family household: Lone parent,18,18,16,2,0,0,0,0,0,0,0
S01007181,Other household types,14,14,11,2,0,1,0,0,0,0,0
S01007182,All households,526,522,462,50,3,7,0,4,0,0,0
S01007182,One person household,229,228,205,21,2,0,0,1,0,0,0
S01007182,One family household: Total,280,277,246,26,1,4,0,3,0,0,0
S01007182,One family household: All aged 65 and over,47,46,41,5,0,0,0,1,0,0,0
S01007182,One family household: Couple family,186,185,160,20,1,4,0,1,0,0,0
S01007182,One family household: Lone parent,47,46,45,1,0,0,0,1,0,0,0
S01007182,Other household types,17,17,11,3,0,3,0,0,0,0,0
S01007183,All households,560,557,502,44,2,9,1,2,0,0,0
S01007183,One person household,240,238,218,19,1,0,1,1,0,0,0
S01007183,One family household: Total,312,311,277,25,1,8,0,1,0,0,0
S01007183,One family household: All aged 65 and over,64,64,63,1,0,0,0,0,0,0,0
S01007183,One family household: Couple family,206,205,177,19,1,8,0,1,0,0,0
S01007183,One family household: Lone parent,42,42,37,5,0,0,0,0,0,0,0
S01007183,Other household types,8,8,7,0,0,1,0,0,0,0,0
S01007184,All households,594,589,521,47,2,19,0,4,0,1,0
S01007184,One person household,321,320,290,26,1,3,0,0,0,1,0
S01007184,One family household: Total,261,257,223,19,1,14,0,4,0,0,0
S01007184,One family household: All aged 65 and over,34,33,32,0,0,1,0,1,0,0,0
S01007184,One family household: Couple family,175,172,147,13,1,11,0,3,0,0,0
S01007184,One family household: Lone parent,52,52,44,6,0,2,0,0,0,0,0
S01007184,Other household types,12,12,8,2,0,2,0,0,0,0,0
S01007185,All households,422,419,375,32,0,12,0,3,0,0,0
S01007185,One person household,194,193,177,12,0,4,0,1,0,0,0
S01007185,One family household: Total,214,212,189,16,0,7,0,2,0,0,0
S01007185,One family household: All aged 65 and over,16,16,16,0,0,0,0,0,0,0,0
S01007185,One family household: Couple family,128,127,110,11,0,6,0,1,0,0,0
S01007185,One family household: Lone parent,70,69,63,5,0,1,0,1,0,0,0
S01007185,Other household types,14,14,9,4,0,1,0,0,0,0,0
S01007186,All households,327,320,282,19,2,17,1,4,2,0,0
S01007186,One person household,174,172,157,10,0,5,0,1,1,0,0
S01007186,One family household: Total,144,140,119,9,2,10,1,2,1,0,0
S01007186,One family household: All aged 65 and over,7,7,7,0,0,0,0,0,0,0,0
S01007186,One family household: Couple family,97,94,78,7,2,7,1,1,1,0,0
S01007186,One family household: Lone parent,40,39,34,2,0,3,0,1,0,0,0
S01007186,Other household types,9,8,6,0,0,2,0,1,0,0,0
S01007187,All households,498,487,422,36,4,25,0,10,1,0,0
S01007187,One person household,302,297,264,23,3,7,0,5,0,0,0
S01007187,One family household: Total,181,176,148,12,1,15,0,5,0,0,0
S01007187,One family household: All aged 65 and over,24,23,18,4,0,1,0,1,0,0,0
S01007187,One family household: Couple family,116,112,92,7,1,12,0,4,0,0,0
S01007187,One family household: Lone parent,41,41,38,1,0,2,0,0,0,0,0
S01007187,Other household types,15,14,10,1,0,3,0,0,1,0,0
S01007188,All households,328,324,273,25,1,25,0,2,0,1,1
S01007188,One person household,162,160,141,8,1,10,0,1,0,1,0
S01007188,One family household: Total,152,150,123,16,0,11,0,1,0,0,1
S01007188,One family household: All aged 65 and over,14,14,11,2,0,1,0,0,0,0,0
S01007188,One family household: Couple family,110,108,89,12,0,7,0,1,0,0,1
S01007188,One family household: Lone parent,28,28,23,2,0,3,0,0,0,0,0
S01007188,Other household types,14,14,9,1,0,4,0,0,0,0,0
S01007189,All households,461,458,417,27,1,13,0,2,0,1,0
S01007189,One person household,273,272,253,13,1,5,0,1,0,0,0
S01007189,One family household: Total,175,173,157,12,0,4,0,1,0,1,0
S01007189,One family household: All aged 65 and over,26,26,24,1,0,1,0,0,0,0,0
S01007189,One family household: Couple family,131,129,115,11,0,3,0,1,0,1,0
S01007189,One family household: Lone parent,18,18,18,0,0,0,0,0,0,0,0
S01007189,Other household types,13,13,7,2,0,4,0,0,0,0,0
S01007190,All households,378,377,346,28,1,2,0,1,0,0,0
S01007190,One person household,113,113,106,6,1,0,0,0,0,0,0
S01007190,One family household: Total,260,259,236,22,0,1,0,1,0,0,0
S01007190,One family household: All aged 65 and over,67,67,62,5,0,0,0,0,0,0,0
S01007190,One family household: Couple family,165,165,150,14,0,1,0,0,0,0,0
S01007190,One family household: Lone parent,28,27,24,3,0,0,0,1,0,0,0
S01007190,Other household types,5,5,4,0,0,1,0,0,0,0,0
S01007191,All households,274,269,239,11,3,16,0,5,0,0,0
S01007191,One person household,81,78,72,1,2,3,0,3,0,0,0
S01007191,One family household: Total,176,174,157,10,1,6,0,2,0,0,0
S01007191,One family household: All aged 65 and over,24,24,24,0,0,0,0,0,0,0,0
S01007191,One family household: Couple family,122,120,105,8,1,6,0,2,0,0,0
S01007191,One family household: Lone parent,30,30,28,2,0,0,0,0,0,0,0
S01007191,Other household types,17,17,10,0,0,7,0,0,0,0,0
S01007192,All households,286,285,264,18,0,3,0,1,0,0,0
S01007192,One person household,101,101,99,2,0,0,0,0,0,0,0
S01007192,One family household: Total,173,172,156,13,0,3,0,1,0,0,0
S01007192,One family household: All aged 65 and over,16,16,15,1,0,0,0,0,0,0,0
S01007192,One family household: Couple family,107,106,95,8,0,3,0,1,0,0,0
S01007192,One family household: Lone parent,50,50,46,4,0,0,0,0,0,0,0
S01007192,Other household types,12,12,9,3,0,0,0,0,0,0,0
S01007193,All households,289,286,263,17,0,6,0,3,0,0,0
S01007193,One person household,59,59,55,4,0,0,0,0,0,0,0
S01007193,One family household: Total,209,207,191,11,0,5,0,2,0,0,0
S01007193,One family household: All aged 65 and over,22,22,21,1,0,0,0,0,0,0,0
S01007193,One family household: Couple family,141,139,124,10,0,5,0,2,0,0,0
S01007193,One family household: Lone parent,46,46,46,0,0,0,0,0,0,0,0
S01007193,Other household types,21,20,17,2,0,1,0,1,0,0,0
S01007194,All households,276,275,244,17,3,11,1,0,0,0,0
S01007194,One person household,87,87,79,6,1,1,0,0,0,0,0
S01007194,One family household: Total,178,178,161,10,1,6,0,0,0,0,0
S01007194,One family household: All aged 65 and over,17,17,16,1,0,0,0,0,0,0,0
S01007194,One family household: Couple family,92,92,79,6,1,6,0,0,0,0,0
S01007194,One family household: Lone parent,69,69,66,3,0,0,0,0,0,0,0
S01007194,Other household types,11,10,4,1,1,4,1,0,0,0,0
S01007195,All households,237,233,213,13,2,5,0,4,0,0,0
S01007195,One person household,59,59,56,1,0,2,0,0,0,0,0
S01007195,One family household: Total,170,166,149,12,2,3,0,4,0,0,0
S01007195,One family household: All aged 65 and over,30,30,27,3,0,0,0,0,0,0,0
S01007195,One family household: Couple family,97,94,83,7,2,2,0,3,0,0,0
S01007195,One family household: Lone parent,43,42,39,2,0,1,0,1,0,0,0
S01007195,Other household types,8,8,8,0,0,0,0,0,0,0,0
S01007196,All households,278,275,242,24,2,7,1,1,0,0,1
S01007196,One person household,43,43,37,5,0,1,0,0,0,0,0
S01007196,One family household: Total,214,213,188,18,2,5,0,1,0,0,0
S01007196,One family household: All aged 65 and over,11,11,9,2,0,0,0,0,0,0,0
S01007196,One family household: Couple family,138,137,119,15,2,1,0,1,0,0,0
S01007196,One family household: Lone parent,65,65,60,1,0,4,0,0,0,0,0
S01007196,Other household types,21,19,17,1,0,1,1,0,0,0,1
S01007197,All households,286,284,249,18,3,14,0,2,0,0,0
S01007197,One person household,100,99,89,6,1,3,0,1,0,0,0
S01007197,One family household: Total,176,175,154,11,2,8,0,1,0,0,0
S01007197,One family household: All aged 65 and over,7,7,7,0,0,0,0,0,0,0,0
S01007197,One family household: Couple family,92,91,83,5,0,3,0,1,0,0,0
S01007197,One family household: Lone parent,77,77,64,6,2,5,0,0,0,0,0
S01007197,Other household types,10,10,6,1,0,3,0,0,0,0,0
S01007198,All households,229,226,193,25,0,8,0,2,1,0,0
S01007198,One person household,69,68,59,7,0,2,0,0,1,0,0
S01007198,One family household: Total,148,146,124,17,0,5,0,2,0,0,0
S01007198,One family household: All aged 65 and over,14,14,13,1,0,0,0,0,0,0,0
S01007198,One family household: Couple family,87,85,72,10,0,3,0,2,0,0,0
S01007198,One family household: Lone parent,47,47,39,6,0,2,0,0,0,0,0
S01007198,Other household types,12,12,10,1,0,1,0,0,0,0,0
S01007199,All households,306,302,276,17,3,6,1,2,1,0,0
S01007199,One person household,81,81,75,4,1,1,0,0,0,0,0
S01007199,One family household: Total,208,205,187,13,1,4,1,2,0,0,0
S01007199,One family household: All aged 65 and over,21,21,17,3,1,0,0,0,0,0,0
S01007199,One family household: Couple family,118,115,105,8,0,2,1,2,0,0,0
S01007199,One family household: Lone parent,69,69,65,2,0,2,0,0,0,0,0
S01007199,Other household types,17,16,14,0,1,1,0,0,1,0,0
S01007200,All households,405,404,366,33,3,2,0,0,0,0,1
S01007200,One person household,145,145,130,12,3,0,0,0,0,0,0
S01007200,One family household: Total,253,252,229,21,0,2,0,0,0,0,1
S01007200,One family household: All aged 65 and over,26,25,24,1,0,0,0,0,0,0,1
S01007200,One family household: Couple family,175,175,157,17,0,1,0,0,0,0,0
S01007200,One family household: Lone parent,52,52,48,3,0,1,0,0,0,0,0
S01007200,Other household types,7,7,7,0,0,0,0,0,0,0,0
S01007201,All households,350,350,311,34,2,3,0,0,0,0,0
S01007201,One person household,105,105,96,9,0,0,0,0,0,0,0
S01007201,One family household: Total,235,235,207,24,2,2,0,0,0,0,0
S01007201,One family household: All aged 65 and over,49,49,49,0,0,0,0,0,0,0,0
S01007201,One family household: Couple family,150,150,128,19,2,1,0,0,0,0,0
S01007201,One family household: Lone parent,36,36,30,5,0,1,0,0,0,0,0
S01007201,Other household types,10,10,8,1,0,1,0,0,0,0,0
S01007202,All households,350,349,333,13,1,2,0,1,0,0,0
S01007202,One person household,118,117,113,4,0,0,0,1,0,0,0
S01007202,One family household: Total,228,228,216,9,1,2,0,0,0,0,0
S01007202,One family household: All aged 65 and over,31,31,29,2,0,0,0,0,0,0,0
S01007202,One family household: Couple family,153,153,145,6,0,2,0,0,0,0,0
S01007202,One family household: Lone parent,44,44,42,1,1,0,0,0,0,0,0
S01007202,Other household types,4,4,4,0,0,0,0,0,0,0,0
S01007203,All households,250,249,230,17,1,1,0,1,0,0,0
S01007203,One person household,47,47,46,1,0,0,0,0,0,0,0
S01007203,One family household: Total,196,195,177,16,1,1,0,1,0,0,0
S01007203,One family household: All aged 65 and over,27,27,26,1,0,0,0,0,0,0,0
