time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,old_la_code,new_la_code,la_name,Category,CPP_End_first_6months,3_months,3_months_percent,3_months_transfer,3_months_transfer_percent,3_6_months,3_6_months_percent,6_months+,6_months+_percent
2017,Reporting year,Local authority,E92000001,England,E12000001,North East,391,E08000021,Newcastle upon Tyne,Child Protection Plans ending during the first six months of the year,255,31,12.2,15,48.4,68,26.7,156,61.2
2017,Reporting year,Local authority,E92000001,England,E12000001,North East,392,E08000022,North Tyneside,Child Protection Plans ending during the first six months of the year,117,30,25.6,0,0,34,29.1,53,45.3
2017,Reporting year,Local authority,E92000001,England,E12000001,North East,929,E06000057,Northumberland,Child Protection Plans ending during the first six months of the year,257,30,11.7,6,20,68,26.5,159,61.9
2017,Reporting year,Local authority,E92000001,England,E12000001,North East,807,E06000003,Redcar and Cleveland,Child Protection Plans ending during the first six months of the year,81,21,25.9,c,c,9,11.1,51,63
2017,Reporting year,Local authority,E92000001,England,E12000001,North East,393,E08000023,South Tyneside,Child Protection Plans ending during the first six months of the year,117,47,40.2,0,0,20,17.1,50,42.7
2017,Reporting year,Local authority,E92000001,England,E12000001,North East,808,E06000004,Stockton-on-Tees,Child Protection Plans ending during the first six months of the year,154,39,25.3,c,c,32,20.8,83,53.9
2017,Reporting year,Local authority,E92000001,England,E12000001,North East,394,E08000024,Sunderland,Child Protection Plans ending during the first six months of the year,291,122,41.9,c,c,67,23,102,35.1
2017,Reporting year,Local authority,E92000001,England,E12000002,North West,889,E06000008,Blackburn with Darwen,Child Protection Plans ending during the first six months of the year,129,35,27.1,11,31.4,22,17.1,72,55.8
2017,Reporting year,Local authority,E92000001,England,E12000002,North West,890,E06000009,Blackpool,Child Protection Plans ending during the first six months of the year,299,106,35.5,21,19.8,68,22.7,125,41.8
2017,Reporting year,Local authority,E92000001,England,E12000002,North West,350,E08000001,Bolton,Child Protection Plans ending during the first six months of the year,129,31,24,10,32.3,21,16.3,77,59.7
2017,Reporting year,Local authority,E92000001,England,E12000002,North West,351,E08000002,Bury,Child Protection Plans ending during the first six months of the year,152,42,27.6,c,c,25,16.4,85,55.9
2017,Reporting year,Local authority,E92000001,England,E12000002,North West,895,E06000049,Cheshire East,Child Protection Plans ending during the first six months of the year,180,59,32.8,c,c,30,16.7,91,50.6
2017,Reporting year,Local authority,E92000001,England,E12000002,North West,896,E06000050,Cheshire West and Chester,Child Protection Plans ending during the first six months of the year,190,47,24.7,10,21.3,54,28.4,89,46.8
2017,Reporting year,Local authority,E92000001,England,E12000002,North West,909,E10000006,Cumbria,Child Protection Plans ending during the first six months of the year,283,69,24.4,10,14.5,50,17.7,164,58
2017,Reporting year,Local authority,E92000001,England,E12000002,North West,876,E06000006,Halton,Child Protection Plans ending during the first six months of the year,97,16,16.5,10,62.5,20,20.6,61,62.9
2017,Reporting year,Local authority,E92000001,England,E12000002,North West,340,E08000011,Knowsley,Child Protection Plans ending during the first six months of the year,143,68,47.6,c,c,30,21,45,31.5
2017,Reporting year,Local authority,E92000001,England,E12000002,North West,888,E10000017,Lancashire,Child Protection Plans ending during the first six months of the year,894,293,32.8,13,4.4,233,26.1,368,41.2
2017,Reporting year,Local authority,E92000001,England,E12000002,North West,341,E08000012,Liverpool,Child Protection Plans ending during the first six months of the year,360,174,48.3,21,12.1,24,6.7,162,45
2017,Reporting year,Local authority,E92000001,England,E12000002,North West,352,E08000003,Manchester,Child Protection Plans ending during the first six months of the year,514,150,29.2,25,16.7,135,26.3,229,44.6
2017,Reporting year,Local authority,E92000001,England,E12000002,North West,353,E08000004,Oldham,Child Protection Plans ending during the first six months of the year,230,102,44.3,20,19.6,61,26.5,67,29.1
2017,Reporting year,Local authority,E92000001,England,E12000002,North West,354,E08000005,Rochdale,Child Protection Plans ending during the first six months of the year,152,55,36.2,12,21.8,37,24.3,60,39.5
2017,Reporting year,Local authority,E92000001,England,E12000002,North West,355,E08000006,Salford,Child Protection Plans ending during the first six months of the year,309,120,38.8,23,19.2,64,20.7,125,40.5
2017,Reporting year,Local authority,E92000001,England,E12000002,North West,343,E08000014,Sefton,Child Protection Plans ending during the first six months of the year,200,106,53,12,11.3,46,23,48,24
2017,Reporting year,Local authority,E92000001,England,E12000002,North West,342,E08000013,St. Helens,Child Protection Plans ending during the first six months of the year,129,17,13.2,c,c,33,25.6,79,61.2
2017,Reporting year,Local authority,E92000001,England,E12000002,North West,356,E08000007,Stockport,Child Protection Plans ending during the first six months of the year,106,33,31.1,9,27.3,28,26.4,45,42.5
2017,Reporting year,Local authority,E92000001,England,E12000002,North West,357,E08000008,Tameside,Child Protection Plans ending during the first six months of the year,117,31,26.5,c,c,16,13.7,70,59.8
2017,Reporting year,Local authority,E92000001,England,E12000002,North West,358,E08000009,Trafford,Child Protection Plans ending during the first six months of the year,150,31,20.7,6,19.4,34,22.7,85,56.7
2017,Reporting year,Local authority,E92000001,England,E12000002,North West,877,E06000007,Warrington,Child Protection Plans ending during the first six months of the year,121,21,17.4,c,c,32,26.4,68,56.2
2017,Reporting year,Local authority,E92000001,England,E12000002,North West,359,E08000010,Wigan,Child Protection Plans ending during the first six months of the year,230,123,53.5,6,4.9,45,19.6,62,27
2017,Reporting year,Local authority,E92000001,England,E12000002,North West,344,E08000015,Wirral,Child Protection Plans ending during the first six months of the year,315,76,24.1,6,7.9,52,16.5,187,59.4
2017,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,370,E08000016,Barnsley,Child Protection Plans ending during the first six months of the year,254,67,26.4,9,13.4,74,29.1,113,44.5
2017,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,380,E08000032,Bradford,Child Protection Plans ending during the first six months of the year,306,59,19.3,15,25.4,91,29.7,156,51
2017,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,381,E08000033,Calderdale,Child Protection Plans ending during the first six months of the year,118,39,33.1,c,c,20,16.9,59,50
2017,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,371,E08000017,Doncaster,Child Protection Plans ending during the first six months of the year,231,80,34.6,11,13.8,62,26.8,89,38.5
2017,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,811,E06000011,East Riding of Yorkshire,Child Protection Plans ending during the first six months of the year,139,74,53.2,c,c,28,20.1,37,26.6
2017,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,810,E06000010,Kingston upon Hull City of,Child Protection Plans ending during the first six months of the year,246,34,13.8,0,0,65,26.4,147,59.8
2017,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,382,E08000034,Kirklees,Child Protection Plans ending during the first six months of the year,245,56,22.9,0,0,81,33.1,108,44.1
2017,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,383,E08000035,Leeds,Child Protection Plans ending during the first six months of the year,405,210,51.9,19,9,48,11.9,147,36.3
2017,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,812,E06000012,North East Lincolnshire,Child Protection Plans ending during the first six months of the year,142,16,11.3,c,c,38,26.8,88,62
2017,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,813,E06000013,North Lincolnshire,Child Protection Plans ending during the first six months of the year,127,43,33.9,0,0,40,31.5,44,34.6
2017,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,815,E10000023,North Yorkshire,Child Protection Plans ending during the first six months of the year,178,71,39.9,18,25.4,33,18.5,74,41.6
2017,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,372,E08000018,Rotherham,Child Protection Plans ending during the first six months of the year,255,110,43.1,c,c,48,18.8,97,38
2017,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,373,E08000019,Sheffield,Child Protection Plans ending during the first six months of the year,241,91,37.8,19,20.9,57,23.7,93,38.6
2017,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,384,E08000036,Wakefield,Child Protection Plans ending during the first six months of the year,111,42,37.8,9,21.4,16,14.4,53,47.7
2017,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,816,E06000014,York,Child Protection Plans ending during the first six months of the year,87,c,c,c,c,c,c,50,57.5
2017,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,831,E06000015,Derby,Child Protection Plans ending during the first six months of the year,218,92,42.2,0,0,46,21.1,80,36.7
2017,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,830,E10000007,Derbyshire,Child Protection Plans ending during the first six months of the year,414,126,30.4,0,0,122,29.5,166,40.1
2017,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,856,E06000016,Leicester,Child Protection Plans ending during the first six months of the year,263,101,38.4,8,7.9,55,20.9,107,40.7
2017,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,855,E10000018,Leicestershire,Child Protection Plans ending during the first six months of the year,212,83,39.2,0,0,37,17.5,92,43.4
2017,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,925,E10000019,Lincolnshire,Child Protection Plans ending during the first six months of the year,291,104,35.7,11,10.6,64,22,123,42.3
2017,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,928,E10000021,Northamptonshire,Child Protection Plans ending during the first six months of the year,637,197,30.9,0,0,171,26.8,269,42.2
2017,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,892,E06000018,Nottingham,Child Protection Plans ending during the first six months of the year,439,196,44.6,0,0,82,18.7,161,36.7
2017,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,891,E10000024,Nottinghamshire,Child Protection Plans ending during the first six months of the year,397,186,46.9,27,14.5,76,19.1,135,34
2017,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,857,E06000017,Rutland,Child Protection Plans ending during the first six months of the year,23,c,c,c,c,c,c,17,73.9
2017,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,330,E08000025,Birmingham,Child Protection Plans ending during the first six months of the year,766,308,40.2,6,1.9,146,19.1,312,40.7
2017,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,331,E08000026,Coventry,Child Protection Plans ending during the first six months of the year,323,95,29.4,14,14.7,87,26.9,141,43.7
2017,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,332,E08000027,Dudley,Child Protection Plans ending during the first six months of the year,279,71,25.4,c,c,97,34.8,111,39.8
2017,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,884,E06000019,Herefordshire,Child Protection Plans ending during the first six months of the year,183,55,30.1,0,0,58,31.7,70,38.3
2017,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,333,E08000028,Sandwell,Child Protection Plans ending during the first six months of the year,294,118,40.1,c,c,64,21.8,112,38.1
