time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,old_la_code,la_name,new_la_code,age,in_touch,number,percentage
2020,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,831,Derby,E06000015,17 to 18 years,Total,82,100
2020,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,831,Derby,E06000015,17 to 18 years,Young person no longer requires services,c,c
2020,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,831,Derby,E06000015,17 to 18 years,Young person refuses contact,0,0
2020,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,831,Derby,E06000015,19 to 21 years,Local authority in touch with care leaver,c,c
2020,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,831,Derby,E06000015,19 to 21 years,Local authority not in touch with care leaver,14,7
2020,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,831,Derby,E06000015,19 to 21 years,Total,190,100
2020,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,831,Derby,E06000015,19 to 21 years,Young person no longer requires services,c,c
2020,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,831,Derby,E06000015,19 to 21 years,Young person refuses contact,0,0
2020,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,856,Leicester,E06000016,17 to 18 years,Local authority in touch with care leaver,70,100
2020,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,856,Leicester,E06000016,17 to 18 years,Local authority not in touch with care leaver,0,0
2020,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,856,Leicester,E06000016,17 to 18 years,Total,70,100
2020,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,856,Leicester,E06000016,17 to 18 years,Young person no longer requires services,0,0
2020,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,856,Leicester,E06000016,17 to 18 years,Young person refuses contact,0,0
2020,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,856,Leicester,E06000016,19 to 21 years,Local authority in touch with care leaver,212,100
2020,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,856,Leicester,E06000016,19 to 21 years,Local authority not in touch with care leaver,c,c
2020,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,856,Leicester,E06000016,19 to 21 years,Total,213,100
2020,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,856,Leicester,E06000016,19 to 21 years,Young person no longer requires services,c,c
2020,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,856,Leicester,E06000016,19 to 21 years,Young person refuses contact,0,0
2020,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,857,Rutland,E06000017,17 to 18 years,Local authority in touch with care leaver,c,c
2020,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,857,Rutland,E06000017,17 to 18 years,Local authority not in touch with care leaver,c,c
2020,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,857,Rutland,E06000017,17 to 18 years,Total,8,100
2020,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,857,Rutland,E06000017,17 to 18 years,Young person no longer requires services,c,c
2020,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,857,Rutland,E06000017,17 to 18 years,Young person refuses contact,c,c
2020,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,857,Rutland,E06000017,19 to 21 years,Local authority in touch with care leaver,c,c
2020,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,857,Rutland,E06000017,19 to 21 years,Local authority not in touch with care leaver,c,c
2020,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,857,Rutland,E06000017,19 to 21 years,Total,9,100
2020,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,857,Rutland,E06000017,19 to 21 years,Young person no longer requires services,c,c
2020,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,857,Rutland,E06000017,19 to 21 years,Young person refuses contact,c,c
2020,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,892,Nottingham,E06000018,17 to 18 years,Local authority in touch with care leaver,99,96
2020,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,892,Nottingham,E06000018,17 to 18 years,Local authority not in touch with care leaver,c,c
2020,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,892,Nottingham,E06000018,17 to 18 years,Total,103,100
2020,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,892,Nottingham,E06000018,17 to 18 years,Young person no longer requires services,c,c
2020,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,892,Nottingham,E06000018,17 to 18 years,Young person refuses contact,0,0
2020,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,892,Nottingham,E06000018,19 to 21 years,Local authority in touch with care leaver,235,96
2020,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,892,Nottingham,E06000018,19 to 21 years,Local authority not in touch with care leaver,c,c
2020,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,892,Nottingham,E06000018,19 to 21 years,Total,246,100
2020,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,892,Nottingham,E06000018,19 to 21 years,Young person no longer requires services,c,c
2020,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,892,Nottingham,E06000018,19 to 21 years,Young person refuses contact,c,c
2020,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,830,Derbyshire,E10000007,17 to 18 years,Local authority in touch with care leaver,113,100
2020,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,830,Derbyshire,E10000007,17 to 18 years,Local authority not in touch with care leaver,0,0
2020,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,830,Derbyshire,E10000007,17 to 18 years,Total,113,100
2020,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,830,Derbyshire,E10000007,17 to 18 years,Young person no longer requires services,0,0
2020,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,830,Derbyshire,E10000007,17 to 18 years,Young person refuses contact,0,0
2020,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,830,Derbyshire,E10000007,19 to 21 years,Local authority in touch with care leaver,284,99
2020,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,830,Derbyshire,E10000007,19 to 21 years,Local authority not in touch with care leaver,c,c
2020,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,830,Derbyshire,E10000007,19 to 21 years,Total,286,100
2020,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,830,Derbyshire,E10000007,19 to 21 years,Young person no longer requires services,c,c
2020,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,830,Derbyshire,E10000007,19 to 21 years,Young person refuses contact,c,c
2020,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,855,Leicestershire,E10000018,17 to 18 years,Local authority in touch with care leaver,72,100
2020,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,855,Leicestershire,E10000018,17 to 18 years,Local authority not in touch with care leaver,0,0
2020,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,855,Leicestershire,E10000018,17 to 18 years,Total,72,100
2020,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,855,Leicestershire,E10000018,17 to 18 years,Young person no longer requires services,0,0
2020,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,855,Leicestershire,E10000018,17 to 18 years,Young person refuses contact,0,0
2020,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,855,Leicestershire,E10000018,19 to 21 years,Local authority in touch with care leaver,195,99
2020,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,855,Leicestershire,E10000018,19 to 21 years,Local authority not in touch with care leaver,c,c
2020,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,855,Leicestershire,E10000018,19 to 21 years,Total,196,100
2020,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,855,Leicestershire,E10000018,19 to 21 years,Young person no longer requires services,c,c
2020,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,855,Leicestershire,E10000018,19 to 21 years,Young person refuses contact,0,0
2020,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,925,Lincolnshire,E10000019,17 to 18 years,Local authority in touch with care leaver,104,90
2020,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,925,Lincolnshire,E10000019,17 to 18 years,Local authority not in touch with care leaver,10,9
2020,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,925,Lincolnshire,E10000019,17 to 18 years,Total,115,100
2020,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,925,Lincolnshire,E10000019,17 to 18 years,Young person no longer requires services,c,c
2020,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,925,Lincolnshire,E10000019,17 to 18 years,Young person refuses contact,c,c
2020,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,925,Lincolnshire,E10000019,19 to 21 years,Local authority in touch with care leaver,275,96
2020,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,925,Lincolnshire,E10000019,19 to 21 years,Local authority not in touch with care leaver,c,c
2020,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,925,Lincolnshire,E10000019,19 to 21 years,Total,286,100
2020,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,925,Lincolnshire,E10000019,19 to 21 years,Young person no longer requires services,6,2
2020,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,925,Lincolnshire,E10000019,19 to 21 years,Young person refuses contact,c,c
2020,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,928,Northamptonshire,E10000021,17 to 18 years,Local authority in touch with care leaver,161,88
2020,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,928,Northamptonshire,E10000021,17 to 18 years,Local authority not in touch with care leaver,c,c
2020,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,928,Northamptonshire,E10000021,17 to 18 years,Total,182,100
2020,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,928,Northamptonshire,E10000021,17 to 18 years,Young person no longer requires services,c,c
2020,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,928,Northamptonshire,E10000021,17 to 18 years,Young person refuses contact,13,7
2020,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,928,Northamptonshire,E10000021,19 to 21 years,Local authority in touch with care leaver,387,74
2020,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,928,Northamptonshire,E10000021,19 to 21 years,Local authority not in touch with care leaver,c,c
2020,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,928,Northamptonshire,E10000021,19 to 21 years,Total,526,100
2020,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,928,Northamptonshire,E10000021,19 to 21 years,Young person no longer requires services,75,14
2020,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,928,Northamptonshire,E10000021,19 to 21 years,Young person refuses contact,c,c
2020,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,891,Nottinghamshire,E10000024,17 to 18 years,Local authority in touch with care leaver,95,90
2020,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,891,Nottinghamshire,E10000024,17 to 18 years,Local authority not in touch with care leaver,c,c
2020,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,891,Nottinghamshire,E10000024,17 to 18 years,Total,106,100
2020,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,891,Nottinghamshire,E10000024,17 to 18 years,Young person no longer requires services,8,8
2020,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,891,Nottinghamshire,E10000024,17 to 18 years,Young person refuses contact,c,c
