time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,old_la_code,new_la_code,la_name,category,At31_episodes,N1_Abuse_or_neglect,N2_Childs_disability_or_illness,N3_Parents_disability_or_illness,N4_Family_in_acute_stress,N5_Family_dysfunction,N6_Socially_unacceptable_behaviour,N7_Low_income,N8_Absent_parenting,N9_Cases_other_than_CIN,N0_Not_stated
2019,Reporting year,Local authority,E92000001,England,E13000002,Outer London,307,E09000009,Ealing,Primary need at assessment,2673,1233,258,158,375,233,141,9,145,94,27
2019,Reporting year,Local authority,E92000001,England,E13000002,Outer London,308,E09000010,Enfield,Primary need at assessment,2689,1487,406,c,153,199,64,88,175,71,c
2019,Reporting year,Local authority,E92000001,England,E13000002,Outer London,203,E09000011,Greenwich,Primary need at assessment,2558,1147,393,165,91,380,174,40,110,0,58
2019,Reporting year,Local authority,E92000001,England,E13000002,Outer London,310,E09000015,Harrow,Primary need at assessment,1820,896,193,115,168,223,83,25,117,0,0
2019,Reporting year,Local authority,E92000001,England,E13000002,Outer London,311,E09000016,Havering,Primary need at assessment,2362,1426,209,18,193,182,195,13,70,56,0
2019,Reporting year,Local authority,E92000001,England,E13000002,Outer London,312,E09000017,Hillingdon,Primary need at assessment,2535,1492,149,58,175,237,92,12,314,6,0
2019,Reporting year,Local authority,E92000001,England,E13000002,Outer London,313,E09000018,Hounslow,Primary need at assessment,1990,1407,184,c,103,99,27,c,154,0,0
2019,Reporting year,Local authority,E92000001,England,E13000002,Outer London,314,E09000021,Kingston upon Thames,Primary need at assessment,907,406,70,17,154,157,12,c,87,c,0
2019,Reporting year,Local authority,E92000001,England,E13000002,Outer London,315,E09000024,Merton,Primary need at assessment,1360,658,111,65,179,166,77,c,92,9,c
2019,Reporting year,Local authority,E92000001,England,E13000002,Outer London,317,E09000026,Redbridge,Primary need at assessment,2082,1236,382,c,102,105,102,c,113,0,0
2019,Reporting year,Local authority,E92000001,England,E13000002,Outer London,318,E09000027,Richmond upon Thames,Primary need at assessment,794,373,51,14,99,142,18,0,91,6,0
2019,Reporting year,Local authority,E92000001,England,E13000002,Outer London,319,E09000029,Sutton,Primary need at assessment,1645,555,393,43,267,180,19,6,101,0,81
2019,Reporting year,Local authority,E92000001,England,E13000002,Outer London,320,E09000031,Waltham Forest,Primary need at assessment,2216,919,225,115,201,284,94,9,130,26,213
2018,Reporting year,National,E92000001,England,,,,,,Primary need at assessment,404710,215270,35230,10490,34280,62190,8220,1420,12720,3890,20980
2018,Reporting year,Regional,E92000001,England,E12000001,North East,,,,Primary need at assessment,24270,11240,2220,310,2320,5240,790,70,320,60,1710
2018,Reporting year,Regional,E92000001,England,E12000002,North West,,,,Primary need at assessment,58500,36760,3930,1140,4480,8660,1020,90,830,270,1320
2018,Reporting year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,Primary need at assessment,42110,28180,2600,590,1970,4920,480,120,660,400,2180
2018,Reporting year,Regional,E92000001,England,E12000004,East Midlands,,,,Primary need at assessment,29580,15170,1890,980,3240,3990,380,140,780,960,2070
2018,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,Primary need at assessment,46210,24830,4020,1220,4360,7590,870,150,1250,270,1650
2018,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,Primary need at assessment,34550,19420,3930,720,2210,3790,380,70,1080,90,2850
2018,Reporting year,Regional,E92000001,England,E12000007,London,,,,Primary need at assessment,72810,36090,7700,2800,6780,8240,2660,590,4520,870,2560
2018,Reporting year,Regional,E92000001,England,E12000008,South East,,,,Primary need at assessment,61720,24360,5690,1610,5430,14880,1060,140,2600,340,5620
2018,Reporting year,Regional,E92000001,England,E12000009,South West,,,,Primary need at assessment,34960,19220,3250,1130,3490,4880,580,60,680,640,1040
2018,Reporting year,Regional,E92000001,England,E13000001,Inner London,,,,Primary need at assessment,31460,14470,3040,1570,3270,3360,1250,260,1610,420,2230
2018,Reporting year,Regional,E92000001,England,E13000002,Outer London,,,,Primary need at assessment,41350,21630,4670,1230,3520,4890,1420,330,2910,450,320
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,841,E06000005,Darlington,Primary need at assessment,900,621,114,c,31,101,10,c,9,9,0
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,840,E06000047,County Durham,Primary need at assessment,3570,1713,167,42,187,320,111,c,36,c,993
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,390,E08000037,Gateshead,Primary need at assessment,1703,401,183,28,196,812,52,0,28,c,c
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,805,E06000001,Hartlepool,Primary need at assessment,1365,689,247,12,61,158,30,c,17,c,143
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,806,E06000002,Middlesbrough,Primary need at assessment,2231,1140,288,21,149,598,28,0,7,0,0
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,391,E08000021,Newcastle upon Tyne,Primary need at assessment,2836,1243,230,53,271,359,92,18,60,0,510
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,392,E08000022,North Tyneside,Primary need at assessment,1264,688,132,c,165,216,6,c,41,c,c
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,929,E06000057,Northumberland,Primary need at assessment,2692,1399,265,28,365,541,62,c,28,c,0
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,807,E06000003,Redcar and Cleveland,Primary need at assessment,1291,467,110,c,199,449,c,c,26,32,0
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,393,E08000023,South Tyneside,Primary need at assessment,1344,762,119,22,216,187,20,0,10,c,c
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,808,E06000004,Stockton-on-Tees,Primary need at assessment,2174,1302,171,43,198,344,35,29,35,0,17
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,394,E08000024,Sunderland,Primary need at assessment,2899,818,191,44,284,1150,343,c,20,c,42
2018,Reporting year,Local authority,E92000001,England,E12000002,North West,889,E06000008,Blackburn with Darwen,Primary need at assessment,1690,1233,120,6,149,158,8,c,15,c,0
2018,Reporting year,Local authority,E92000001,England,E12000002,North West,890,E06000009,Blackpool,Primary need at assessment,1796,1167,78,62,85,89,6,c,c,26,279
2018,Reporting year,Local authority,E92000001,England,E12000002,North West,350,E08000001,Bolton,Primary need at assessment,2173,1623,114,33,114,220,20,c,47,c,0
2018,Reporting year,Local authority,E92000001,England,E12000002,North West,351,E08000002,Bury,Primary need at assessment,1408,1047,93,23,111,64,21,c,18,c,24
2018,Reporting year,Local authority,E92000001,England,E12000002,North West,895,E06000049,Cheshire East,Primary need at assessment,2182,1353,106,16,503,135,16,c,52,0,c
2018,Reporting year,Local authority,E92000001,England,E12000002,North West,896,E06000050,Cheshire West and Chester,Primary need at assessment,2295,1435,200,72,95,383,50,c,25,c,31
2018,Reporting year,Local authority,E92000001,England,E12000002,North West,909,E10000006,Cumbria,Primary need at assessment,3305,2465,228,51,170,284,39,0,9,39,20
2018,Reporting year,Local authority,E92000001,England,E12000002,North West,876,E06000006,Halton,Primary need at assessment,1192,682,32,11,48,374,26,c,16,c,0
2018,Reporting year,Local authority,E92000001,England,E12000002,North West,340,E08000011,Knowsley,Primary need at assessment,1173,541,63,18,141,361,37,c,11,c,0
2018,Reporting year,Local authority,E92000001,England,E12000002,North West,888,E10000017,Lancashire,Primary need at assessment,8972,5673,655,152,684,1577,42,22,167,0,0
2018,Reporting year,Local authority,E92000001,England,E12000002,North West,341,E08000012,Liverpool,Primary need at assessment,3817,2534,99,46,320,527,124,7,124,6,30
2018,Reporting year,Local authority,E92000001,England,E12000002,North West,352,E08000003,Manchester,Primary need at assessment,5634,3571,302,291,355,440,189,36,105,34,311
2018,Reporting year,Local authority,E92000001,England,E12000002,North West,353,E08000004,Oldham,Primary need at assessment,2864,1087,245,52,74,750,52,c,18,c,580
2018,Reporting year,Local authority,E92000001,England,E12000002,North West,354,E08000005,Rochdale,Primary need at assessment,2115,1467,339,26,123,120,22,0,18,0,0
2018,Reporting year,Local authority,E92000001,England,E12000002,North West,355,E08000006,Salford,Primary need at assessment,2230,1601,119,21,62,281,29,0,11,85,21
2018,Reporting year,Local authority,E92000001,England,E12000002,North West,343,E08000014,Sefton,Primary need at assessment,2165,759,154,42,364,719,101,c,23,c,0
2018,Reporting year,Local authority,E92000001,England,E12000002,North West,342,E08000013,St. Helens,Primary need at assessment,1569,836,290,20,76,299,34,0,14,0,0
2018,Reporting year,Local authority,E92000001,England,E12000002,North West,356,E08000007,Stockport,Primary need at assessment,2011,710,117,83,149,870,30,c,27,19,c
2018,Reporting year,Local authority,E92000001,England,E12000002,North West,357,E08000008,Tameside,Primary need at assessment,2510,2042,48,30,145,171,44,c,25,c,0
2018,Reporting year,Local authority,E92000001,England,E12000002,North West,358,E08000009,Trafford,Primary need at assessment,1502,603,103,17,396,266,66,c,19,29,c
2018,Reporting year,Local authority,E92000001,England,E12000002,North West,877,E06000007,Warrington,Primary need at assessment,1248,875,38,9,70,169,29,c,37,16,c
2018,Reporting year,Local authority,E92000001,England,E12000002,North West,359,E08000010,Wigan,Primary need at assessment,1732,1198,199,38,144,121,16,c,15,0,c
2018,Reporting year,Local authority,E92000001,England,E12000002,North West,344,E08000015,Wirral,Primary need at assessment,2913,2259,189,17,100,285,16,c,25,c,10
2018,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,370,E08000016,Barnsley,Primary need at assessment,1512,1144,95,13,55,141,c,c,6,20,34
2018,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,380,E08000032,Bradford,Primary need at assessment,4476,3866,251,10,130,129,6,13,62,9,0
2018,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,381,E08000033,Calderdale,Primary need at assessment,1454,987,32,29,80,221,62,0,31,12,0
2018,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,371,E08000017,Doncaster,Primary need at assessment,2907,2336,175,30,95,217,17,c,32,c,0
2018,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,811,E06000011,East Riding of Yorkshire,Primary need at assessment,1998,1155,309,17,69,340,28,c,16,59,c
2018,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,810,E06000010,"Kingston upon Hull, City of",Primary need at assessment,3762,2513,201,54,232,569,23,12,66,48,44
2018,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,382,E08000034,Kirklees,Primary need at assessment,2462,1868,180,22,72,196,35,c,34,c,44
2018,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,383,E08000035,Leeds,Primary need at assessment,5896,2984,177,84,180,209,120,21,130,0,1991
2018,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,812,E06000012,North East Lincolnshire,Primary need at assessment,2138,1479,102,133,9,332,31,c,14,36,c
2018,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,813,E06000013,North Lincolnshire,Primary need at assessment,1034,473,76,6,49,264,16,0,62,45,43
2018,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,815,E10000023,North Yorkshire,Primary need at assessment,2982,2093,392,16,295,104,13,0,40,29,0
2018,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,372,E08000018,Rotherham,Primary need at assessment,3115,2738,93,24,97,123,10,c,11,16,c
2018,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,373,E08000019,Sheffield,Primary need at assessment,3653,2286,205,26,287,604,41,53,91,60,0
2018,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,384,E08000036,Wakefield,Primary need at assessment,3327,1487,163,54,144,1359,47,c,49,c,19
2018,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,816,E06000014,York,Primary need at assessment,1397,770,153,73,177,116,32,0,20,56,0
2018,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,831,E06000015,Derby,Primary need at assessment,2836,2111,209,232,93,89,17,17,53,15,0
2018,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,830,E10000007,Derbyshire,Primary need at assessment,5429,2210,417,244,1867,449,73,c,93,51,c
2018,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,856,E06000016,Leicester,Primary need at assessment,2562,1788,25,51,245,234,35,c,57,c,102
2018,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,855,E10000018,Leicestershire,Primary need at assessment,2128,957,224,99,159,261,c,c,76,23,304
2018,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,925,E10000019,Lincolnshire,Primary need at assessment,3449,2691,269,27,65,151,25,c,120,96,c
2018,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,928,E10000021,Northamptonshire,Primary need at assessment,5430,2092,403,117,184,1645,78,7,200,658,46
2018,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,892,E06000018,Nottingham,Primary need at assessment,3018,1852,149,21,202,189,27,55,52,25,446
2018,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,891,E10000024,Nottinghamshire,Primary need at assessment,4500,1329,172,186,405,947,99,10,113,77,1162
2018,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,857,E06000017,Rutland,Primary need at assessment,232,138,22,7,18,20,c,c,11,11,0
2018,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,330,E08000025,Birmingham,Primary need at assessment,9000,5324,486,133,860,579,187,c,289,c,1071
2018,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,331,E08000026,Coventry,Primary need at assessment,3586,3149,116,25,112,123,22,6,33,0,0
2018,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,332,E08000027,Dudley,Primary need at assessment,2715,1610,314,24,157,471,65,c,37,33,c
2018,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,884,E06000019,"Herefordshire, County of",Primary need at assessment,1315,811,89,55,50,186,38,c,29,53,c
2018,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,333,E08000028,Sandwell,Primary need at assessment,3661,2962,129,20,168,211,12,6,109,16,28
2018,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,893,E06000051,Shropshire,Primary need at assessment,1207,803,154,10,20,179,15,c,25,0,c
