time_period,time_identifier,geographic_level,country_name,country_code,school_phase,expenditure_type,expenditure_description,expenditure,expenditure_per_pupil
201718,Financial year,National,England,E92000001,Secondary,Capital expenditure,"New construction, conversion and renovation (CE02)",40.59,42
201718,Financial year,National,England,E92000001,Secondary,Capital expenditure,"Vehicles, plant, equipment and machinery (CE03)",3.97,4
201718,Financial year,National,England,E92000001,Secondary,Capital expenditure,Information and communication technology (CE04),9.1,9
201718,Financial year,National,England,E92000001,Secondary,Total expenditure,Total supply staff costs,136.43,141
201718,Financial year,National,England,E92000001,Secondary,Total expenditure,Total staff costs,4271.06,4400
201718,Financial year,National,England,E92000001,Secondary,Total expenditure,Total premises costs,303.85,313
201718,Financial year,National,England,E92000001,Secondary,Total expenditure,Total occupation costs,413.93,426
201718,Financial year,National,England,E92000001,Secondary,Total expenditure,Total supplies and services,528.53,544
201718,Financial year,National,England,E92000001,Secondary,Total expenditure,Community expenditure,12.81,13
201718,Financial year,National,England,E92000001,Secondary,Total expenditure,Total expenditure,5571.27,5739
201718,Financial year,National,England,E92000001,Secondary,Total expenditure,Total net expenditure,5479.33,5644
201718,Financial year,National,England,E92000001,Special,Staff related expenditure,Teaching Staff (E01),690.8,8230
201718,Financial year,National,England,E92000001,Special,Staff related expenditure,Supply teaching staff (E02),9.38,112
201718,Financial year,National,England,E92000001,Special,Staff related expenditure,Education support staff (E03),623.43,7427
201718,Financial year,National,England,E92000001,Special,Staff related expenditure,Premises staff (E04),37.55,447
201718,Financial year,National,England,E92000001,Special,Staff related expenditure,Administrative and clerical staff (E05),97.76,1165
201718,Financial year,National,England,E92000001,Special,Staff related expenditure,Catering staff (E06),7.97,95
201718,Financial year,National,England,E92000001,Special,Staff related expenditure,Cost of other staff (E07),36.64,437
201718,Financial year,National,England,E92000001,Special,Staff related expenditure,Indirect employee expenses (E08),18.9,225
201718,Financial year,National,England,E92000001,Special,Staff related expenditure,Development and training (E09),11.98,143
201718,Financial year,National,England,E92000001,Special,Staff related expenditure,Supply teacher insurance (E10),7.49,89
201718,Financial year,National,England,E92000001,Special,Staff related expenditure,Staff related insurance (E11),4.66,56
201718,Financial year,National,England,E92000001,Special,Premises related expenditure,Building maintenance and improvement (E12),38.43,458
201718,Financial year,National,England,E92000001,Special,Premises related expenditure,Grounds maintenance and improvement (E13),4.43,53
201718,Financial year,National,England,E92000001,Special,Premises related expenditure,Cleaning and caretaking (E14),18.16,216
201718,Financial year,National,England,E92000001,Special,Premises related expenditure,Water and sewerage (E15),4.87,58
201718,Financial year,National,England,E92000001,Special,Premises related expenditure,Energy (E16),22.34,266
201718,Financial year,National,England,E92000001,Special,Premises related expenditure,Rates (E17),0.28,3
201718,Financial year,National,England,E92000001,Special,Premises related expenditure,Other occupation costs (E18),16.23,193
201718,Financial year,National,England,E92000001,Special,Supplies and services expenditure,Learning resources (not ICT equipment) (E19),58.82,701
201718,Financial year,National,England,E92000001,Special,Supplies and services expenditure,ICT learning resources (E20),17.16,204
201718,Financial year,National,England,E92000001,Special,Supplies and services expenditure,Exam fees (E21),2.31,28
201718,Financial year,National,England,E92000001,Special,Supplies and services expenditure,Administrative supplies (E22),19.57,233
201718,Financial year,National,England,E92000001,Special,Supplies and services expenditure,Other insurance premiums (E23),7.6,91
201718,Financial year,National,England,E92000001,Special,Supplies and services expenditure,Special facilities (E24),10.32,123
201718,Financial year,National,England,E92000001,Special,Supplies and services expenditure,Catering supplies (E25),26.42,315
201718,Financial year,National,England,E92000001,Special,Staff related expenditure,Agency supply teaching staff (E26),36.4,434
201718,Financial year,National,England,E92000001,Special,Supplies and services expenditure,Bought in professional services – curriculum (E27),46.78,557
201718,Financial year,National,England,E92000001,Special,Supplies and services expenditure,"Bought in professional services, other, not PFI (E28A)",x,x
201718,Financial year,National,England,E92000001,Special,Supplies and services expenditure,"Bought in professional services, other, PFI (E28b)",x,x
201718,Financial year,National,England,E92000001,Special,Supplies and services expenditure,Total bought in professional services (E28a/b),41.33,492
201718,Financial year,National,England,E92000001,Special,Finance related expenditure,Loan interest (E29),0.11,1
201718,Financial year,National,England,E92000001,Special,Finance related expenditure,Direct revenue financing (revenue contributions to capital) (E30),10.83,129
201718,Financial year,National,England,E92000001,Special,Community expenditure,Community focused school staff (E31),2.17,26
201718,Financial year,National,England,E92000001,Special,Community expenditure,Community focused school costs (E32),0.92,11
201718,Financial year,National,England,E92000001,Special,Capital expenditure,Acquisition of land and existing buildings (CE01),0.16,2
201718,Financial year,National,England,E92000001,Special,Capital expenditure,"New construction, conversion and renovation (CE02)",16.94,202
201718,Financial year,National,England,E92000001,Special,Capital expenditure,"Vehicles, plant, equipment and machinery (CE03)",2.67,32
201718,Financial year,National,England,E92000001,Special,Capital expenditure,Information and communication technology (CE04),2.93,35
201718,Financial year,National,England,E92000001,Special,Total expenditure,Total supply staff costs,53.26,635
201718,Financial year,National,England,E92000001,Special,Total expenditure,Total staff costs,1537.44,18316
201718,Financial year,National,England,E92000001,Special,Total expenditure,Total premises costs,98.56,1174
201718,Financial year,National,England,E92000001,Special,Total expenditure,Total occupation costs,85.71,1021
201718,Financial year,National,England,E92000001,Special,Total expenditure,Total supplies and services,144.64,1723
201718,Financial year,National,England,E92000001,Special,Total expenditure,Community expenditure,3.09,37
201718,Financial year,National,England,E92000001,Special,Total expenditure,Total expenditure,1879.86,22396
201718,Financial year,National,England,E92000001,Special,Total expenditure,Total net expenditure,1863.15,22197
201819,Financial year,National,England,E92000001,All LA maintained schools,Staff related expenditure,Teaching Staff (E01),10777.92,2586
201819,Financial year,National,England,E92000001,All LA maintained schools,Staff related expenditure,Supply teaching staff (E02),129,31
201819,Financial year,National,England,E92000001,All LA maintained schools,Staff related expenditure,Education support staff (E03),4269.51,1024
201819,Financial year,National,England,E92000001,All LA maintained schools,Staff related expenditure,Premises staff (E04),517.31,124
201819,Financial year,National,England,E92000001,All LA maintained schools,Staff related expenditure,Administrative and clerical staff (E05),1242.11,298
201819,Financial year,National,England,E92000001,All LA maintained schools,Staff related expenditure,Catering staff (E06),110.15,26
201819,Financial year,National,England,E92000001,All LA maintained schools,Staff related expenditure,Cost of other staff (E07),487.77,117
201819,Financial year,National,England,E92000001,All LA maintained schools,Staff related expenditure,Indirect employee expenses (E08),176.41,42
201819,Financial year,National,England,E92000001,All LA maintained schools,Staff related expenditure,Development and training (E09),126.24,30
201819,Financial year,National,England,E92000001,All LA maintained schools,Staff related expenditure,Supply teacher insurance (E10),115.9,28
201819,Financial year,National,England,E92000001,All LA maintained schools,Staff related expenditure,Staff related insurance (E11),42.55,10
201819,Financial year,National,England,E92000001,All LA maintained schools,Premises related expenditure,Building maintenance and improvement (E12),399.39,96
201819,Financial year,National,England,E92000001,All LA maintained schools,Premises related expenditure,Grounds maintenance and improvement (E13),65.49,16
